주차장관리번호,주차장명,주차장구분,주차장유형,주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,위도,경도
405-2-000690,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6112-8,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4761559,126.5490333
405-2-000691,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6114-5,33,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4752692,126.5485872
405-2-000692,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6116-2,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4749007,126.5493277
405-2-000693,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6116-3,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4749014,126.5495529
405-2-000694,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6116-4,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.474965,126.5497687
405-2-000695,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6117-10,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4753465,126.549555
405-2-000696,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6117-11,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4754793,126.5495544
405-2-000697,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6117-12,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4756536,126.5495569
405-2-000698,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6117-13,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4758443,126.5495421
405-2-000699,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6117-4,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4758114,126.549749
405-2-000700,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6117-5,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4756541,126.5497636
405-2-000701,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6120,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4773803,126.5490715
405-2-000702,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6120-7,2,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4772233,126.5491358
405-2-000703,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6123,35,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4738319,126.551686
405-2-000704,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6128-4,24,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4738225,126.5497031
405-2-000705,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6129-7,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4731436,126.549764
405-2-000706,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6131,35,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4727584,126.547873
405-2-000707,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6131-1,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4728687,126.5480829
405-2-000708,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6133-11,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4736295,126.5478488
405-2-000709,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6140-4,62,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.470361,126.546903
405-2-000710,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6142-1,33,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4713314,126.547573
405-2-000711,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6147-10,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4722428,126.5469523
405-2-000712,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6147-5,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4721221,126.5475514
405-2-000713,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6149-8,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4717022,126.5485847
405-2-000714,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6149-9,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4717018,126.5484422
405-2-000715,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6152-3,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4706124,126.5494444
405-2-000716,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6152-4,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4706682,126.5495567
405-2-000717,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6152-5,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.470725,126.5496712
405-2-000718,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6154-11,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4710818,126.5498236
405-2-000719,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6156-7,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4721575,126.5497807
405-2-000720,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6157-14,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4722089,126.5501666
405-2-000721,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6158,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4723526,126.5507016
405-2-000722,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6158-1,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4723549,126.5508529
405-2-000723,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6158-15,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4721805,126.5508542
405-2-000724,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6158-16,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4721818,126.5507009
405-2-000725,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6159,47,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4717919,126.5508503
405-2-000726,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3005-10,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4924002,126.5444609
405-2-000727,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3008-1,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4916421,126.5443068
405-2-000728,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3013-1,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4929232,126.5414297
405-2-000729,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3013-11,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4919779,126.5423171
405-2-000730,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3013-12,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4920588,126.542142
405-2-000731,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3014-3,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.493334,126.541045
405-2-000732,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 941-7,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4782749,126.5528511
405-2-000733,아라동 공영주차장,공영,노외,제주특별자치도 제주시 영평동 2169-6,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4495251,126.5743285
405-2-000734,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라이동 3014-9,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4935935,126.5412253
405-2-000735,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6105-14,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4746733,126.5475024
405-2-000736,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6074-7,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.469505,126.5436949
405-2-000737,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 6105-8,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4749088,126.5465912
405-2-000738,아라동 공영주차장,공영,노외,제주특별자치도 제주시 아라일동 3004-7,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.492007,126.5440777
405-2-000739,오라동 공영주차장,공영,노외,"제주특별자치도 제주시 오라일동 2453-13, 2453-14",10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4965356,126.5205745
405-2-000740,오라동 공영주차장,공영,노외,"제주특별자치도 제주시 오라이동 1375-1, 1376",22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4896089,126.5124115
405-2-000741,오라동 공영주차장,공영,노외,"제주특별자치도 제주시 오라이동 1383, 1383-2",7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4888458,126.5136481
405-2-000742,오라동 공영주차장,공영,노외,제주특별자치도 제주시 오라이동 1397-7,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.489535,126.5144384
405-2-000743,오라동 공영주차장,공영,노외,제주특별자치도 제주시 오라일동 2454-3,22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4958264,126.5200944
405-2-000744,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1370-2,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.481561,126.4879618
405-2-000745,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1397,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4812698,126.4875175
405-2-000746,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1398-1,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4812338,126.4880265
405-2-000747,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1492-2,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4801132,126.4922221
405-2-000748,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1504,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4799199,126.4913906
405-2-000749,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1518-17,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4783182,126.4892323
405-2-000750,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1528-7,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4769201,126.4885862
405-2-000751,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1957-1,4,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4915831,126.482354
405-2-000752,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 2303-11,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.493406,126.4854888
405-2-000753,연동 공영주차장,공영,노외,"제주특별자치도 제주시 연동 260-43, 260-54",36,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4903928,126.4890993
405-2-000754,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 290-21,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4928496,126.4945659
405-2-000755,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 290-32,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4934424,126.4949228
405-2-000756,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 291-21,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4906888,126.4954229
405-2-000757,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 299-13,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.483042,126.4948067
405-2-000758,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 308-3,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4831787,126.496676
405-2-000759,연동 공영주차장,공영,노외,"제주특별자치도 제주시 연동 310-27, 88, 89",58,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4927288,126.4992915
405-2-000760,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 311-34,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4915342,126.4991312
405-2-000761,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 312-15,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4877719,126.499558
405-2-000762,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 312-34,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4884469,126.4991233
405-2-000763,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 312-40,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4878291,126.4978667
405-2-000764,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 313-29,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4870593,126.4980302
405-2-000765,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 321-4,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4913708,126.500729
405-2-000766,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 321-5,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4916048,126.5007572
405-2-000767,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1370,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4815721,126.4875264
405-2-000768,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 262-63,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4873315,126.4884425
405-2-000769,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1373-2,44,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4821529,126.4928013
405-2-000770,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 1374-1,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4814718,126.4913713
405-2-000771,연동 공영주차장,공영,노외,제주특별자치도 제주시 연동 304-20,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4852303,126.4967623
405-2-000772,연동 공영주차장,공영,노외,"제주특별자치도 제주시 연동 314-8, 314-106",22,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4851686,126.4982447
405-2-000773,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 1039-15,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4902812,126.4768679
405-2-000774,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 1048-2,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4911304,126.4790688
405-2-000775,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 1280-8,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.487421,126.4784025
405-2-000776,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 2591-11,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4826828,126.4706732
405-2-000777,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 2591-4,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4825983,126.4705636
405-2-000778,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 2593-3,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.481766,126.4712123
405-2-000779,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3780-8,0,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4848016,126.4779372
405-2-000780,노형동 공영주차장,공영,노외,"제주특별자치도 제주시 노형동 3786-3, 3786-4",17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4837114,126.4787262
405-2-000781,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3786-5,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4835893,126.4784718
405-2-000782,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3787-6,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4839841,126.4775246
405-2-000783,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3789-6,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4834659,126.4775256
405-2-000784,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3791-4,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4824471,126.4786603
405-2-000785,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3794-7,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4825887,126.4761148
405-2-000786,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3794-8,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4825112,126.4762318
405-2-000787,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3795-4,19,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4823881,126.4759015
405-2-000788,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3796-5,15,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4815672,126.4777635
405-2-000789,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3798-8,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4800045,126.4781799
405-2-000790,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3800-6,64,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4803945,126.4775914
405-2-000791,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3800-7,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4803439,126.4772631
405-2-000792,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3801,11,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.480393,126.4762885
405-2-000793,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3801-19,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4802317,126.4761677
405-2-000794,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3801-23,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4799268,126.4769974
405-2-000795,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3803-10,27,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4811982,126.4759622
405-2-000796,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3803-11,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.481308,126.4757356
405-2-000797,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3803-6,49,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4815282,126.4755968
405-2-000798,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3803-9,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4813554,126.4761039
405-2-000799,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3804-10,27,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4808436,126.4753467
405-2-000800,노형동 공영주차장,공영,노외,제주특별자치도 제주시 노형동 3804-11,21,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,제주특별자치도 제주시청,33.4809731,126.4751753
